NM_UF,NM_MUNICIPIO,LONG,LAT
MINAS GERAIS,RUBIM,-40.53694147,-16.37297352
MINAS GERAIS,SABARÁ,-43.82555709,-19.89249451
MINAS GERAIS,SABINÓPOLIS,-43.08820364,-18.67181465
MINAS GERAIS,SACRAMENTO,-47.43655532,-19.86357634
MINAS GERAIS,SALINAS,-42.29350647,-16.16985573
MINAS GERAIS,SALTO DA DIVISA,-39.95075602,-15.9975707
MINAS GERAIS,SANTA BÁRBARA,-43.40522099,-19.96559119
MINAS GERAIS,SANTA BÁRBARA DO LESTE,-42.14084058,-19.97579267
MINAS GERAIS,SANTA BÁRBARA DO MONTE VERDE,-43.70177417,-21.95726702
MINAS GERAIS,SANTA BÁRBARA DO TUGÚRIO,-43.55894878,-21.24620839
MINAS GERAIS,SANTA CRUZ DE MINAS,-44.22325785,-21.11947103
MINAS GERAIS,SANTA CRUZ DE SALINAS,-41.75035453,-16.09435564
MINAS GERAIS,SANTA CRUZ DO ESCALVADO,-42.81845285,-20.23827726
MINAS GERAIS,SANTA EFIGÊNIA DE MINAS,-42.43931267,-18.81983782
MINAS GERAIS,SANTA FÉ DE MINAS,-45.41363312,-16.68737345
MINAS GERAIS,SANTA HELENA DE MINAS,-40.68628864,-16.93630753
MINAS GERAIS,SANTA JULIANA,-47.52714433,-19.31129893
MINAS GERAIS,SANTA LUZIA,-43.85000726,-19.76761685
MINAS GERAIS,SANTA MARGARIDA,-42.25253578,-20.37792543
MINAS GERAIS,SANTA MARIA DE ITABIRA,-43.11014984,-19.45901077
MINAS GERAIS,SANTA MARIA DO SALTO,-40.14693301,-16.24757268
MINAS GERAIS,SANTA MARIA DO SUAÇUÍ,-42.41780245,-18.1922522
MINAS GERAIS,SANTANA DA VARGEM,-45.50712105,-21.24896218
MINAS GERAIS,SANTANA DE CATAGUASES,-42.55460495,-21.28402808
MINAS GERAIS,SANTANA DE PIRAPAMA,-44.03810251,-19.006886
MINAS GERAIS,SANTANA DO DESERTO,-43.17231783,-21.94969204
MINAS GERAIS,SANTANA DO GARAMBÉU,-44.11087343,-21.60183186
MINAS GERAIS,SANTANA DO JACARÉ,-45.12804857,-20.90167749
MINAS GERAIS,SANTANA DO MANHUAÇU,-41.92349746,-20.10854617
MINAS GERAIS,SANTANA DO PARAÍSO,-42.55258295,-19.36909852
MINAS GERAIS,SANTANA DO RIACHO,-43.7114593,-19.17009187
MINAS GERAIS,SANTANA DOS MONTES,-43.70599828,-20.78973485
MINAS GERAIS,SANTA RITA DE CALDAS,-46.33862578,-22.02643549
MINAS GERAIS,SANTA RITA DE JACUTINGA,-44.10044185,-22.14846112
MINAS GERAIS,SANTA RITA DE MINAS,-42.13178084,-19.87521017
MINAS GERAIS,SANTA RITA DE IBITIPOCA,-43.91676052,-21.56123008
MINAS GERAIS,SANTA RITA DO ITUETO,-41.37927822,-19.35981301
MINAS GERAIS,SANTA RITA DO SAPUCAÍ,-45.70398819,-22.25332983
MINAS GERAIS,SANTA ROSA DA SERRA,-45.97066443,-19.53262114
MINAS GERAIS,SANTA VITÓRIA,-50.12346511,-18.84394798
MINAS GERAIS,SANTO ANTÔNIO DO AMPARO,-44.91867494,-20.94624857
MINAS GERAIS,SANTO ANTÔNIO DO AVENTUREIRO,-42.81163725,-21.75582818
MINAS GERAIS,SANTO ANTÔNIO DO GRAMA,-42.6138988,-20.31250028
MINAS GERAIS,SANTO ANTÔNIO DO ITAMBÉ,-43.30377941,-18.46897165
MINAS GERAIS,SANTO ANTÔNIO DO JACINTO,-40.17533733,-16.53768341
MINAS GERAIS,SANTO ANTÔNIO DO MONTE,-45.29393592,-20.08721925
MINAS GERAIS,SANTO ANTÔNIO DO RETIRO,-42.62437652,-15.34263354
MINAS GERAIS,SANTO ANTÔNIO DO RIO ABAIXO,-43.25305718,-19.2256798
MINAS GERAIS,SANTO HIPÓLITO,-44.22169822,-18.28781019
MINAS GERAIS,SANTOS DUMONT,-43.55375217,-21.45753199
MINAS GERAIS,SÃO BENTO ABADE,-45.07536063,-21.57904802
MINAS GERAIS,SÃO BRÁS DO SUAÇUÍ,-43.95267465,-20.62650407
MINAS GERAIS,SÃO DOMINGOS DAS DORES,-42.009508,-19.52944607
MINAS GERAIS,SÃO DOMINGOS DO PRATA,-42.9603634,-19.8710279
MINAS GERAIS,SÃO FÉLIX DE MINAS,-41.49035283,-18.58610559
MINAS GERAIS,SÃO FRANCISCO,-44.86131274,-15.95256381
MINAS GERAIS,SÃO FRANCISCO DE PAULA,-44.98263062,-20.7135318
MINAS GERAIS,SÃO FRANCISCO DE SALES,-49.76556632,-19.86511436
MINAS GERAIS,SÃO FRANCISCO DO GLÓRIA,-42.26822053,-20.79230142
MINAS GERAIS,SÃO GERALDO,-42.83766413,-20.92084753
MINAS GERAIS,SÃO GERALDO DA PIEDADE,-42.28913507,-18.84403134
MINAS GERAIS,SÃO GERALDO DO BAIXIO,-41.36362824,-18.91880852
MINAS GERAIS,SÃO GONÇALO DO ABAETÉ,-45.83424615,-18.34111293
MINAS GERAIS,SÃO GONÇALO DO PARÁ,-44.85718898,-19.98568473
MINAS GERAIS,SÃO GONÇALO DO RIO ABAIXO,-43.34804002,-19.8318007
MINAS GERAIS,SÃO GONÇALO DO SAPUCAÍ,-45.59463779,-21.89190514
MINAS GERAIS,SÃO GOTARDO,-46.05314404,-19.31270019
MINAS GERAIS,SÃO JOÃO BATISTA DO GLÓRIA,-46.50346147,-20.63903685
MINAS GERAIS,SÃO JOÃO DA LAGOA,-44.34908856,-16.85205516
MINAS GERAIS,SÃO JOÃO DA MATA,-45.92652981,-21.93485282
MINAS GERAIS,SÃO JOÃO DA PONTE,-44.00895511,-15.92451307
MINAS GERAIS,SÃO JOÃO DAS MISSÕES,-44.08126229,-14.88253348
MINAS GERAIS,SÃO JOÃO DEL REI,-44.26097273,-21.13550897
MINAS GERAIS,SÃO JOÃO DO MANHUAÇU,-42.15215775,-20.39549987
MINAS GERAIS,SÃO JOÃO DO MANTENINHA,-41.15874844,-18.72783749
MINAS GERAIS,SÃO JOÃO DO ORIENTE,-42.15645989,-19.33766613
MINAS GERAIS,SÃO JOÃO DO PACUÍ,-44.52957099,-16.53837514
MINAS GERAIS,SÃO JOÃO DO PARAÍSO,-42.01142244,-15.3184381
MINAS GERAIS,SÃO JOÃO EVANGELISTA,-42.77604814,-18.54518683
MINAS GERAIS,SÃO JOÃO NEPOMUCENO,-43.01128577,-21.53569706
MINAS GERAIS,SÃO JOAQUIM DE BICAS,-44.26627302,-20.06346846
MINAS GERAIS,SÃO JOSÉ DA BARRA,-46.31932957,-20.72209097
MINAS GERAIS,SÃO JOSÉ DA LAPA,-43.9599563,-19.69862682
MINAS GERAIS,SÃO JOSÉ DA SAFIRA,-42.14641052,-18.32511746
MINAS GERAIS,SÃO JOSÉ DA VARGINHA,-44.56105973,-19.70480599
MINAS GERAIS,SÃO JOSÉ DO ALEGRE,-45.53018761,-22.32905525
MINAS GERAIS,SÃO JOSÉ DO DIVINO,-41.39120878,-18.48326332
MINAS GERAIS,SÃO JOSÉ DO GOIABAL,-42.70986013,-19.92798322
MINAS GERAIS,SÃO JOSÉ DO JACURI,-42.66662677,-18.27581075
MINAS GERAIS,SÃO JOSÉ DO MANTIMENTO,-41.74907282,-20.00599898
MINAS GERAIS,SÃO LOURENÇO,-45.0533731,-22.11776867
MINAS GERAIS,SÃO MIGUEL DO ANTA,-42.72089905,-20.70591759
MINAS GERAIS,SÃO PEDRO DA UNIÃO,-46.62132689,-21.1334585
MINAS GERAIS,SÃO PEDRO DOS FERROS,-42.52390093,-20.17190982
MINAS GERAIS,SÃO PEDRO DO SUAÇUÍ,-42.60023194,-18.36550576
MINAS GERAIS,SÃO ROMÃO,-45.0691352,-16.36863922
MINAS GERAIS,SÃO ROQUE DE MINAS,-46.36899493,-20.25067081
MINAS GERAIS,SÃO SEBASTIÃO DA BELA VISTA,-45.75478921,-22.15500579
MINAS GERAIS,SÃO SEBASTIÃO DA VARGEM ALEGRE,-42.63866589,-21.07383034
MINAS GERAIS,SÃO SEBASTIÃO DO ANTA,-41.9795989,-19.50010709
MINAS GERAIS,SÃO SEBASTIÃO DO MARANHÃO,-42.5657457,-18.09137151
MINAS GERAIS,SÃO SEBASTIÃO DO OESTE,-45.00313399,-20.2740952
MINAS GERAIS,SÃO SEBASTIÃO DO PARAÍSO,-46.98647183,-20.91806545
MINAS GERAIS,SÃO SEBASTIÃO DO RIO PRETO,-43.17473442,-19.28576667
MINAS GERAIS,SÃO SEBASTIÃO DO RIO VERDE,-44.97773605,-22.21505623
MINAS GERAIS,SÃO TIAGO,-44.50399244,-20.90094635
MINAS GERAIS,SÃO TOMÁS DE AQUINO,-47.09678297,-20.78499439
MINAS GERAIS,SÃO THOMÉ DAS LETRAS,-44.98700845,-21.72072278
MINAS GERAIS,SÃO VICENTE DE MINAS,-44.4546835,-21.69747184
MINAS GERAIS,SAPUCAÍ-MIRIM,-45.74092574,-22.75159638
MINAS GERAIS,SARDOÁ,-42.36612922,-18.78326535
MINAS GERAIS,SARZEDO,-44.14586736,-20.03453492
MINAS GERAIS,SETUBINHA,-42.16643831,-17.59701902
MINAS GERAIS,SEM-PEIXE,-42.84190173,-20.10253637
MINAS GERAIS,SENADOR AMARAL,-46.18023359,-22.58872157
MINAS GERAIS,SENADOR CORTES,-42.9443321,-21.80251696
MINAS GERAIS,SENADOR FIRMINO,-43.10413039,-20.9180596
MINAS GERAIS,SENADOR JOSÉ BENTO,-46.1794727,-22.16660668
MINAS GERAIS,SENADOR MODESTINO GONÇALVES,-43.22297547,-17.94602467
MINAS GERAIS,SENHORA DE OLIVEIRA,-43.33773199,-20.79389976
MINAS GERAIS,SENHORA DO PORTO,-43.08175572,-18.89800802
MINAS GERAIS,SENHORA DOS REMÉDIOS,-43.58638195,-21.03308296
MINAS GERAIS,SERICITA,-42.48200727,-20.47155535
MINAS GERAIS,SERITINGA,-44.52144535,-21.91134928
MINAS GERAIS,SERRA AZUL DE MINAS,-43.17445931,-18.36227972
MINAS GERAIS,SERRA DA SAUDADE,-45.79658957,-19.44056225
MINAS GERAIS,SERRA DOS AIMORÉS,-40.24316857,-17.78574702
MINAS GERAIS,SERRA DO SALITRE,-46.69210873,-19.11179576
MINAS GERAIS,SERRANIA,-46.04314494,-21.54668065
MINAS GERAIS,SERRANÓPOLIS DE MINAS,-42.87438639,-15.80878378
MINAS GERAIS,SERRANOS,-44.50675416,-21.8887818
MINAS GERAIS,SERRO,-43.38863127,-18.60444225
MINAS GERAIS,SETE LAGOAS,-44.23959462,-19.45828742
MINAS GERAIS,SILVEIRÂNIA,-43.21787847,-21.16463754
MINAS GERAIS,SILVIANÓPOLIS,-45.83244715,-22.02799726
MINAS GERAIS,SIMÃO PEREIRA,-43.31495581,-21.96485679
MINAS GERAIS,SIMONÉSIA,-42.00385675,-20.1220296
MINAS GERAIS,SOBRÁLIA,-42.09865384,-19.23554929
MINAS GERAIS,SOLEDADE DE MINAS,-45.04102264,-22.05920641
MINAS GERAIS,TABULEIRO,-43.24560526,-21.35757766
MINAS GERAIS,TAIOBEIRAS,-42.22791555,-15.81152144
MINAS GERAIS,TAPARUBA,-41.61585813,-19.76146958
MINAS GERAIS,TAPIRA,-46.82191536,-19.92557922
MINAS GERAIS,TAPIRAÍ,-46.01857021,-19.88580561
MINAS GERAIS,TAQUARAÇU DE MINAS,-43.68714279,-19.67384805
MINAS GERAIS,TARUMIRIM,-42.00773458,-19.28149487
MINAS GERAIS,TEIXEIRAS,-42.8626438,-20.64906653
MINAS GERAIS,TEÓFILO OTONI,-41.50963517,-17.86253981
MINAS GERAIS,TIMÓTEO,-42.64394231,-19.58405036
MINAS GERAIS,TIRADENTES,-44.17269238,-21.10704344
MINAS GERAIS,TIROS,-45.9635511,-19.00391738
MINAS GERAIS,TOCANTINS,-43.01869951,-21.17554953
MINAS GERAIS,TOCOS DO MOJI,-46.0964468,-22.37164559
MINAS GERAIS,TOLEDO,-46.37897266,-22.74339481
MINAS GERAIS,TOMBOS,-42.01468162,-20.90258923
MINAS GERAIS,TRÊS CORAÇÕES,-45.25493687,-21.69596578
MINAS GERAIS,TRÊS MARIAS,-45.22573525,-18.20592122
MINAS GERAIS,TRÊS PONTAS,-45.5154748,-21.36876992
MINAS GERAIS,TUMIRITINGA,-41.63798048,-18.97660766
MINAS GERAIS,TUPACIGUARA,-48.69373588,-18.59935256
MINAS GERAIS,TURMALINA,-42.73041454,-17.28641209
MINAS GERAIS,TURVOLÂNDIA,-45.79673579,-21.87938901
MINAS GERAIS,UBÁ,-42.93678646,-21.11859695
MINAS GERAIS,UBAÍ,-44.78708621,-16.29740452
MINAS GERAIS,UBAPORANGA,-42.10921633,-19.641362
MINAS GERAIS,UBERABA,-47.9836249,-19.71353461
MINAS GERAIS,UBERLÂNDIA,-48.27795018,-18.91899861
MINAS GERAIS,UMBURATIBA,-40.57264502,-17.25360721
MINAS GERAIS,UNAÍ,-46.8999566,-16.35900849
MINAS GERAIS,UNIÃO DE MINAS,-50.33080294,-19.52973664
MINAS GERAIS,URUANA DE MINAS,-46.25622887,-16.0600252
MINAS GERAIS,URUCÂNIA,-42.74122845,-20.35087042
MINAS GERAIS,URUCUIA,-45.73702818,-16.13209102
MINAS GERAIS,VARGEM ALEGRE,-42.29981548,-19.6007202
MINAS GERAIS,VARGEM BONITA,-46.37245698,-20.32677665
MINAS GERAIS,VARGEM GRANDE DO RIO PARDO,-42.30929087,-15.40240062
MINAS GERAIS,VARGINHA,-45.43188614,-21.55708004
MINAS GERAIS,VARJÃO DE MINAS,-46.03350155,-18.38370446
MINAS GERAIS,VÁRZEA DA PALMA,-44.73034658,-17.59757018
MINAS GERAIS,VARZELÂNDIA,-44.02794814,-15.70887105
MINAS GERAIS,VAZANTE,-46.90196689,-17.99103843
MINAS GERAIS,VERDELÂNDIA,-43.60602226,-15.59454235
MINAS GERAIS,VEREDINHA,-42.73593024,-17.39396908
MINAS GERAIS,VERÍSSIMO,-48.30371058,-19.66935783
MINAS GERAIS,VERMELHO NOVO,-42.26834582,-20.03476609
MINAS GERAIS,VESPASIANO,-43.91991519,-19.69303044
MINAS GERAIS,VIÇOSA,-42.87947738,-20.75207201
MINAS GERAIS,VIEIRAS,-42.24580354,-20.86534069
MINAS GERAIS,MATHIAS LOBATO,-41.92336046,-18.57958891
MINAS GERAIS,VIRGEM DA LAPA,-42.34328107,-16.80214886
MINAS GERAIS,VIRGÍNIA,-45.09542516,-22.33697207
MINAS GERAIS,VIRGINÓPOLIS,-42.71480447,-18.82514039
MINAS GERAIS,VIRGOLÂNDIA,-42.31081004,-18.4760617
MINAS GERAIS,VISCONDE DO RIO BRANCO,-42.83938939,-21.01198958
MINAS GERAIS,VOLTA GRANDE,-42.54128495,-21.77071115
MINAS GERAIS,WENCESLAU BRAZ,-45.35677395,-22.52901304
ESPÍRITO SANTO,AFONSO CLÁUDIO,-41.12545972,-20.07704001
ESPÍRITO SANTO,ÁGUIA BRANCA,-40.73663817,-18.98736137
ESPÍRITO SANTO,ÁGUA DOCE DO NORTE,-40.97645591,-18.54554649
ESPÍRITO SANTO,ALEGRE,-41.53648832,-20.76326514
ESPÍRITO SANTO,ALFREDO CHAVES,-40.76004965,-20.63034754
ESPÍRITO SANTO,ALTO RIO NOVO,-41.01868434,-19.05749961
ESPÍRITO SANTO,ANCHIETA,-40.64765894,-20.80561322
ESPÍRITO SANTO,APIACÁ,-41.56337976,-21.15644789
ESPÍRITO SANTO,ARACRUZ,-40.27622338,-19.82327774
ESPÍRITO SANTO,ATILIO VIVACQUA,-41.19124191,-20.91589662
ESPÍRITO SANTO,BAIXO GUANDU,-41.01206774,-19.51424613
ESPÍRITO SANTO,BARRA DE SÃO FRANCISCO,-40.89039862,-18.75908905
ESPÍRITO SANTO,BOA ESPERANÇA,-40.30295564,-18.53871516
ESPÍRITO SANTO,BOM JESUS DO NORTE,-41.67581051,-21.12934179
ESPÍRITO SANTO,BREJETUBA,-41.28967653,-20.15703419
ESPÍRITO SANTO,CACHOEIRO DE ITAPEMIRIM,-41.11191881,-20.85011235
ESPÍRITO SANTO,CARIACICA,-40.3905591,-20.2946778
ESPÍRITO SANTO,CASTELO,-41.2022127,-20.60206509
ESPÍRITO SANTO,COLATINA,-40.63031755,-19.53627008
ESPÍRITO SANTO,CONCEIÇÃO DA BARRA,-39.72747442,-18.5984623
ESPÍRITO SANTO,CONCEIÇÃO DO CASTELO,-41.24534804,-20.36558111
ESPÍRITO SANTO,DIVINO DE SÃO LOURENÇO,-41.67997633,-20.62047065
ESPÍRITO SANTO,DOMINGOS MARTINS,-40.65939635,-20.36423852
ESPÍRITO SANTO,DORES DO RIO PRETO,-41.84957736,-20.69289391
ESPÍRITO SANTO,ECOPORANGA,-40.83008116,-18.37525238
ESPÍRITO SANTO,FUNDÃO,-40.40376544,-19.93344712
ESPÍRITO SANTO,GOVERNADOR LINDENBERG,-40.45776606,-19.25280744
ESPÍRITO SANTO,GUAÇUÍ,-41.67949629,-20.77533781
ESPÍRITO SANTO,GUARAPARI,-40.49502102,-20.66597458
ESPÍRITO SANTO,IBATIBA,-41.507208,-20.23402035
ESPÍRITO SANTO,IBIRAÇU,-40.37166618,-19.83188
ESPÍRITO SANTO,IBITIRAMA,-41.6594124,-20.53873097
ESPÍRITO SANTO,ICONHA,-40.81122105,-20.79714475
ESPÍRITO SANTO,IRUPI,-41.64752786,-20.34859704
ESPÍRITO SANTO,ITAGUAÇU,-40.85659849,-19.80250771
ESPÍRITO SANTO,ITAPEMIRIM,-40.83614512,-21.01109963
ESPÍRITO SANTO,ITARANA,-40.87979108,-19.87234801
ESPÍRITO SANTO,IÚNA,-41.53288869,-20.34859951
ESPÍRITO SANTO,JAGUARÉ,-40.08614099,-18.90043591
ESPÍRITO SANTO,JERÔNIMO MONTEIRO,-41.40293457,-20.7976979
ESPÍRITO SANTO,JOÃO NEIVA,-40.38088049,-19.7529586
ESPÍRITO SANTO,LARANJA DA TERRA,-41.05524435,-19.89869345
ESPÍRITO SANTO,LINHARES,-40.0653058,-19.39810593
ESPÍRITO SANTO,MANTENÓPOLIS,-41.11773748,-18.86117897
ESPÍRITO SANTO,MARATAÍZES,-40.83018729,-21.04299628
ESPÍRITO SANTO,MARECHAL FLORIANO,-40.68038343,-20.42670859
ESPÍRITO SANTO,MARILÂNDIA,-40.550951,-19.41281276
ESPÍRITO SANTO,MIMOSO DO SUL,-41.36442527,-21.06537351
ESPÍRITO SANTO,MONTANHA,-40.36342088,-18.12685665
ESPÍRITO SANTO,MUCURICI,-40.51792684,-18.09723638
ESPÍRITO SANTO,MUNIZ FREIRE,-41.41751378,-20.45654559
ESPÍRITO SANTO,MUQUI,-41.346214,-20.95369231
ESPÍRITO SANTO,NOVA VENÉCIA,-40.40154788,-18.712906
ESPÍRITO SANTO,PANCAS,-40.8560031,-19.22441979
ESPÍRITO SANTO,PEDRO CANÁRIO,-39.95493695,-18.2971915
ESPÍRITO SANTO,PINHEIROS,-40.21772808,-18.41332334
ESPÍRITO SANTO,PIÚMA,-40.72798094,-20.8376089
ESPÍRITO SANTO,PONTO BELO,-40.53813378,-18.12912609
ESPÍRITO SANTO,PRESIDENTE KENNEDY,-41.05189563,-21.10014841
ESPÍRITO SANTO,RIO BANANAL,-40.32247843,-19.27708649
ESPÍRITO SANTO,RIO NOVO DO SUL,-40.93622836,-20.86458615
ESPÍRITO SANTO,SANTA LEOPOLDINA,-40.53320961,-20.09889069
ESPÍRITO SANTO,SANTA MARIA DE JETIBÁ,-40.7416178,-20.02881406
ESPÍRITO SANTO,SANTA TERESA,-40.59899772,-19.93771432
ESPÍRITO SANTO,SÃO DOMINGOS DO NORTE,-40.62187773,-19.14816851
ESPÍRITO SANTO,SÃO GABRIEL DA PALHA,-40.52959951,-19.02196475
ESPÍRITO SANTO,SÃO JOSÉ DO CALÇADO,-41.65608785,-21.02613025
ESPÍRITO SANTO,SÃO MATEUS,-39.8582006,-18.71844697
ESPÍRITO SANTO,SÃO ROQUE DO CANAÃ,-40.64313876,-19.7253072
ESPÍRITO SANTO,SERRA,-40.27521704,-20.15676984
ESPÍRITO SANTO,SOORETAMA,-40.09649081,-19.19194963
ESPÍRITO SANTO,VARGEM ALTA,-41.00714836,-20.6716782
ESPÍRITO SANTO,VENDA NOVA DO IMIGRANTE,-41.12905321,-20.33151818
ESPÍRITO SANTO,VIANA,-40.49562434,-20.39086251
ESPÍRITO SANTO,VILA PAVÃO,-40.60241141,-18.62080345
ESPÍRITO SANTO,VILA VALÉRIO,-40.39058978,-18.99361744
ESPÍRITO SANTO,VILA VELHA,-40.29395664,-20.3383741
ESPÍRITO SANTO,VITÓRIA,-40.32220873,-20.32015379
RIO DE JANEIRO,ANGRA DOS REIS,-44.31962726,-23.00911594
RIO DE JANEIRO,APERIBÉ,-42.10491665,-21.61942177
RIO DE JANEIRO,ARARUAMA,-42.34109602,-22.87743839
RIO DE JANEIRO,AREAL,-43.10106981,-22.236912
RIO DE JANEIRO,ARMAÇÃO DOS BÚZIOS,-41.88774947,-22.75776379
RIO DE JANEIRO,ARRAIAL DO CABO,-42.02833597,-22.96763828
RIO DE JANEIRO,BARRA DO PIRAÍ,-43.82845245,-22.46959629
RIO DE JANEIRO,BARRA MANSA,-44.17243137,-22.54530113
RIO DE JANEIRO,BELFORD ROXO,-43.39962497,-22.76455597
RIO DE JANEIRO,BOM JARDIM,-42.41721148,-22.15330523
RIO DE JANEIRO,BOM JESUS DO ITABAPOANA,-41.67767979,-21.13449744
RIO DE JANEIRO,CABO FRIO,-42.0200748,-22.88076467
RIO DE JANEIRO,CACHOEIRAS DE MACACU,-42.66316436,-22.46757087
RIO DE JANEIRO,CAMBUCI,-41.908636,-21.57727671
RIO DE JANEIRO,CARAPEBUS,-41.6640106,-22.18259473
RIO DE JANEIRO,COMENDADOR LEVY GASPARIAN,-43.21722372,-22.03335894
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,-41.33047649,-21.75189863
RIO DE JANEIRO,CANTAGALO,-42.3659776,-21.98183986
RIO DE JANEIRO,CARDOSO MOREIRA,-41.61329635,-21.49615736
RIO DE JANEIRO,CARMO,-42.60971764,-21.92931178
RIO DE JANEIRO,CASIMIRO DE ABREU,-42.20421054,-22.4795365
RIO DE JANEIRO,CONCEIÇÃO DE MACABU,-41.86775851,-22.08787153
RIO DE JANEIRO,CORDEIRO,-42.36303054,-22.02777656
RIO DE JANEIRO,DUAS BARRAS,-42.51509763,-22.05890609
RIO DE JANEIRO,DUQUE DE CAXIAS,-43.30988807,-22.78525325
RIO DE JANEIRO,ENGENHEIRO PAULO DE FRONTIN,-43.67947683,-22.54368466
RIO DE JANEIRO,GUAPIMIRIM,-42.9783297,-22.51959579
RIO DE JANEIRO,IGUABA GRANDE,-42.22212454,-22.83905698
RIO DE JANEIRO,ITABORAÍ,-42.86034343,-22.74586302
RIO DE JANEIRO,ITAGUAÍ,-43.77504063,-22.87125077
RIO DE JANEIRO,ITALVA,-41.69096476,-21.42510328
RIO DE JANEIRO,ITAOCARA,-42.07772952,-21.67050267
RIO DE JANEIRO,ITAPERUNA,-41.88620318,-21.21059108
RIO DE JANEIRO,ITATIAIA,-44.56277199,-22.4970146
RIO DE JANEIRO,JAPERI,-43.6537858,-22.64481857
RIO DE JANEIRO,LAJE DO MURIAÉ,-42.13117442,-21.20572084
RIO DE JANEIRO,MACAÉ,-41.77506429,-22.36870497
RIO DE JANEIRO,MACUCO,-42.25707388,-21.99022951
RIO DE JANEIRO,MAGÉ,-43.04024613,-22.65434876
RIO DE JANEIRO,MANGARATIBA,-44.04112655,-22.96171194
RIO DE JANEIRO,MARICÁ,-42.81982411,-22.91695534
RIO DE JANEIRO,MENDES,-43.72148689,-22.5174226
RIO DE JANEIRO,MESQUITA,-43.42922376,-22.76808792
RIO DE JANEIRO,MIGUEL PEREIRA,-43.47467612,-22.45542661
RIO DE JANEIRO,MIRACEMA,-42.19841141,-21.4111633
RIO DE JANEIRO,NATIVIDADE,-41.97644031,-21.04375699
RIO DE JANEIRO,NILÓPOLIS,-43.41660998,-22.80751422
RIO DE JANEIRO,NITERÓI,-43.07582317,-22.89645239
RIO DE JANEIRO,NOVA FRIBURGO,-42.53277126,-22.28646146
RIO DE JANEIRO,NOVA IGUAÇU,-43.45034533,-22.75983483
RIO DE JANEIRO,PARACAMBI,-43.70938456,-22.60972716
RIO DE JANEIRO,PARAÍBA DO SUL,-43.28954446,-22.16198154
RIO DE JANEIRO,PARATY,-44.7108585,-23.21941361
RIO DE JANEIRO,PATY DO ALFERES,-43.42487092,-22.42741463
RIO DE JANEIRO,PETRÓPOLIS,-43.17733658,-22.51059861
RIO DE JANEIRO,PINHEIRAL,-44.00035456,-22.51567399
RIO DE JANEIRO,PIRAÍ,-43.89935119,-22.62875691
RIO DE JANEIRO,PORCIÚNCULA,-42.04015636,-20.96260763
RIO DE JANEIRO,PORTO REAL,-44.29690073,-22.43294842
RIO DE JANEIRO,QUATIS,-44.2627113,-22.40991866
RIO DE JANEIRO,QUEIMADOS,-43.55566955,-22.71743049
RIO DE JANEIRO,QUISSAMÃ,-41.4725094,-22.10664017
RIO DE JANEIRO,RESENDE,-44.44361342,-22.47118359
RIO DE JANEIRO,RIO BONITO,-42.62599784,-22.7112715
RIO DE JANEIRO,RIO CLARO,-44.13940564,-22.73172683
RIO DE JANEIRO,RIO DAS FLORES,-43.57643295,-22.17186224
RIO DE JANEIRO,RIO DAS OSTRAS,-41.93696713,-22.52394119
RIO DE JANEIRO,RIO DE JANEIRO,-43.22787512,-22.87665212
RIO DE JANEIRO,SANTA MARIA MADALENA,-42.01444499,-21.96609447
RIO DE JANEIRO,SANTO ANTÔNIO DE PÁDUA,-42.17791156,-21.53597712
RIO DE JANEIRO,SÃO FRANCISCO DE ITABAPOANA,-41.11771973,-21.48013813
RIO DE JANEIRO,SÃO FIDÉLIS,-41.75559231,-21.64362655
RIO DE JANEIRO,SÃO GONÇALO,-43.03233506,-22.82954731
RIO DE JANEIRO,SÃO JOÃO DA BARRA,-41.05034815,-21.64045775
RIO DE JANEIRO,SÃO JOÃO DE MERITI,-43.3718846,-22.80233081
RIO DE JANEIRO,SÃO JOSÉ DE UBÁ,-41.94123194,-21.36022111
RIO DE JANEIRO,SÃO JOSÉ DO VALE DO RIO PRETO,-42.9233683,-22.14973951
RIO DE JANEIRO,SÃO PEDRO DA ALDEIA,-42.10352867,-22.83720319
RIO DE JANEIRO,SÃO SEBASTIÃO DO ALTO,-42.13021968,-21.95446341
RIO DE JANEIRO,SAPUCAIA,-42.91417536,-21.99395587
RIO DE JANEIRO,SAQUAREMA,-42.49669405,-22.93112742
RIO DE JANEIRO,SEROPÉDICA,-43.70192522,-22.74301107
RIO DE JANEIRO,SILVA JARDIM,-42.38982593,-22.6543302
RIO DE JANEIRO,SUMIDOURO,-42.67862558,-22.05066941
RIO DE JANEIRO,TANGUÁ,-42.72117195,-22.73393743
RIO DE JANEIRO,TERESÓPOLIS,-42.96295671,-22.40900495
RIO DE JANEIRO,TRAJANO DE MORAES,-42.05481525,-22.0613797
RIO DE JANEIRO,TRÊS RIOS,-43.21160944,-22.117448
RIO DE JANEIRO,VALENÇA,-43.70484368,-22.24471943
RIO DE JANEIRO,VARRE-SAI,-41.86329539,-20.92929766
RIO DE JANEIRO,VASSOURAS,-43.66387402,-22.40900757
RIO DE JANEIRO,VOLTA REDONDA,-44.09352188,-22.5099676
SÃO PAULO,ADAMANTINA,-51.07336475,-21.68831148
SÃO PAULO,ADOLFO,-49.64972143,-21.23272978
SÃO PAULO,AGUAÍ,-46.97969311,-22.059684
SÃO PAULO,ÁGUAS DA PRATA,-46.71676671,-21.934829
